sku_id,atc_code,atc_level1,atc_level2,atc_level3,atc_level4,product_name,sku_name,generic_name,generic_name_cn,category,therapy_area,dosage_form,specification,is_rx,is_essential_medicine,vbp_flag,vbp_batch,unit_price_cny,shelf_life_months,storage_type,cold_chain,supplier,lead_time_days
SKU-0098,J01DD08,J,J01,J01D,J01DD,Cefixime Capsules 250mgx7,头孢克肟Capsules 250mgx7,Cefixime,头孢克肟,J01D,Antibiotics,Capsules,250mgx7,1,1,0,0,79.87,18,Ambient,0,正大天晴,30
SKU-0099,J01FA09,J,J01,J01F,J01FA,Clarithromycin Capsules 500mgx60,克拉霉素Capsules 500mgx60,Clarithromycin,克拉霉素,J01F,Antibiotics,Capsules,500mgx60,1,0,1,5,44.85,36,Ambient,0,扬子江药业,14
SKU-0100,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Granules 100mgx100,莫西沙星Granules 100mgx100,Moxifloxacin,莫西沙星,J01M,Antibiotics,Granules,100mgx100,1,0,0,0,76.82,12,Ambient,0,石药集团,30
SKU-0101,J01CA04,J,J01,J01C,J01CA,Amoxicillin Tablets 5mgx60,阿莫西林Tablets 5mgx60,Amoxicillin,阿莫西林,J01C,Antibiotics,Tablets,5mgx60,1,0,1,2,18.72,24,Ambient,0,诺华制药,21
SKU-0102,J01FA10,J,J01,J01F,J01FA,Azithromycin Oral Solution 5mgx21,阿奇霉素Oral Solution 5mgx21,Azithromycin,阿奇霉素,J01F,Antibiotics,Oral Solution,5mgx21,1,0,0,0,6.44,48,Ambient,0,恒瑞医药,21
SKU-0103,J01DC02,J,J01,J01D,J01DC,Cefuroxime Injection 500mgx28,头孢呋辛Injection 500mgx28,Cefuroxime,头孢呋辛,J01D,Antibiotics,Injection,500mgx28,1,0,0,0,68.56,12,Ambient,0,扬子江药业,30
SKU-0104,J01MA12,J,J01,J01M,J01MA,Levofloxacin Capsules 20mgx7,左氧氟沙星Capsules 20mgx7,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Capsules,20mgx7,1,0,0,0,34.66,36,Cold Chain,1,石药集团,7
SKU-0105,J01XD01,J,J01,J01X,J01XD,Metronidazole Injection 25mgx28,甲硝唑Injection 25mgx28,Metronidazole,甲硝唑,J01X,Antibiotics,Injection,25mgx28,1,0,0,0,66.93,18,Ambient,0,齐鲁制药,21
SKU-0106,J01DD08,J,J01,J01D,J01DD,Cefixime Oral Solution 50mgx7,头孢克肟Oral Solution 50mgx7,Cefixime,头孢克肟,J01D,Antibiotics,Oral Solution,50mgx7,1,0,0,0,29.27,18,Ambient,0,赛诺菲,7
SKU-0107,J01FA09,J,J01,J01F,J01FA,Clarithromycin Granules 100mgx60,克拉霉素Granules 100mgx60,Clarithromycin,克拉霉素,J01F,Antibiotics,Granules,100mgx60,1,1,0,0,42.56,48,Ambient,0,科伦药业,14
SKU-0108,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Tablets 5mgx100,莫西沙星Tablets 5mgx100,Moxifloxacin,莫西沙星,J01M,Antibiotics,Tablets,5mgx100,1,1,1,2,8.62,36,Ambient,0,齐鲁制药,14
SKU-0109,J01CA04,J,J01,J01C,J01CA,Amoxicillin Oral Solution 50mgx7,阿莫西林Oral Solution 50mgx7,Amoxicillin,阿莫西林,J01C,Antibiotics,Oral Solution,50mgx7,1,0,1,9,39.57,24,Ambient,0,齐鲁制药,21
SKU-0110,J01FA10,J,J01,J01F,J01FA,Azithromycin Granules 20mgx60,阿奇霉素Granules 20mgx60,Azithromycin,阿奇霉素,J01F,Antibiotics,Granules,20mgx60,1,0,0,0,39.63,36,Ambient,0,诺华制药,21
SKU-0111,J01DC02,J,J01,J01D,J01DC,Cefuroxime Tablets 50mgx60,头孢呋辛Tablets 50mgx60,Cefuroxime,头孢呋辛,J01D,Antibiotics,Tablets,50mgx60,1,0,1,3,68.66,18,Ambient,0,科伦药业,30
SKU-0112,J01MA12,J,J01,J01M,J01MA,Levofloxacin Capsules 10mgx100,左氧氟沙星Capsules 10mgx100,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Capsules,10mgx100,1,0,1,1,49.26,24,Ambient,0,辉瑞制药,21
SKU-0113,J01XD01,J,J01,J01X,J01XD,Metronidazole Tablets 50mgx100,甲硝唑Tablets 50mgx100,Metronidazole,甲硝唑,J01X,Antibiotics,Tablets,50mgx100,1,0,0,0,46.7,12,Ambient,0,齐鲁制药,7
SKU-0114,J01DD08,J,J01,J01D,J01DD,Cefixime Granules 500mgx90,头孢克肟Granules 500mgx90,Cefixime,头孢克肟,J01D,Antibiotics,Granules,500mgx90,1,0,0,0,70.52,18,Ambient,0,诺华制药,7
SKU-0115,J01FA09,J,J01,J01F,J01FA,Clarithromycin Capsules 500mgx90,克拉霉素Capsules 500mgx90,Clarithromycin,克拉霉素,J01F,Antibiotics,Capsules,500mgx90,1,0,0,0,9.06,36,Ambient,0,恒瑞医药,7
SKU-0116,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Tablets 500mgx28,莫西沙星Tablets 500mgx28,Moxifloxacin,莫西沙星,J01M,Antibiotics,Tablets,500mgx28,1,0,0,0,62.55,24,Ambient,0,恒瑞医药,7
SKU-0117,J01CA04,J,J01,J01C,J01CA,Amoxicillin Granules 250mgx21,阿莫西林Granules 250mgx21,Amoxicillin,阿莫西林,J01C,Antibiotics,Granules,250mgx21,1,0,0,0,61.25,24,Cold Chain,1,阿斯利康,14
SKU-0118,J01FA10,J,J01,J01F,J01FA,Azithromycin Oral Solution 100mgx60,阿奇霉素Oral Solution 100mgx60,Azithromycin,阿奇霉素,J01F,Antibiotics,Oral Solution,100mgx60,1,0,0,0,79.79,48,Ambient,0,石药集团,14
SKU-0119,J01DC02,J,J01,J01D,J01DC,Cefuroxime Granules 500mgx60,头孢呋辛Granules 500mgx60,Cefuroxime,头孢呋辛,J01D,Antibiotics,Granules,500mgx60,1,1,0,0,78.24,36,Ambient,0,辉瑞制药,14
SKU-0120,J01MA12,J,J01,J01M,J01MA,Levofloxacin Granules 5mgx30,左氧氟沙星Granules 5mgx30,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Granules,5mgx30,1,0,1,1,65.2,36,Ambient,0,诺华制药,14
SKU-0121,J01XD01,J,J01,J01X,J01XD,Metronidazole Oral Solution 10mgx28,甲硝唑Oral Solution 10mgx28,Metronidazole,甲硝唑,J01X,Antibiotics,Oral Solution,10mgx28,1,0,0,0,20.8,12,Ambient,0,阿斯利康,7
SKU-0122,J01DD08,J,J01,J01D,J01DD,Cefixime Granules 250mgx30,头孢克肟Granules 250mgx30,Cefixime,头孢克肟,J01D,Antibiotics,Granules,250mgx30,1,0,0,0,15.5,24,Ambient,0,赛诺菲,30
SKU-0123,J01FA09,J,J01,J01F,J01FA,Clarithromycin Injection 250mgx14,克拉霉素Injection 250mgx14,Clarithromycin,克拉霉素,J01F,Antibiotics,Injection,250mgx14,1,0,0,0,77.17,36,Ambient,0,阿斯利康,21
SKU-0124,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Tablets 25mgx7,莫西沙星Tablets 25mgx7,Moxifloxacin,莫西沙星,J01M,Antibiotics,Tablets,25mgx7,1,0,0,0,74.91,36,Ambient,0,辉瑞制药,7
SKU-0125,J01CA04,J,J01,J01C,J01CA,Amoxicillin Granules 5mgx28,阿莫西林Granules 5mgx28,Amoxicillin,阿莫西林,J01C,Antibiotics,Granules,5mgx28,1,0,0,0,39.41,24,Ambient,0,阿斯利康,7
SKU-0126,J01FA10,J,J01,J01F,J01FA,Azithromycin Capsules 25mgx90,阿奇霉素Capsules 25mgx90,Azithromycin,阿奇霉素,J01F,Antibiotics,Capsules,25mgx90,1,1,0,0,25.6,18,Cold Chain,1,科伦药业,14
SKU-0127,J01DC02,J,J01,J01D,J01DC,Cefuroxime Tablets 10mgx100,头孢呋辛Tablets 10mgx100,Cefuroxime,头孢呋辛,J01D,Antibiotics,Tablets,10mgx100,1,0,0,0,36.01,12,Ambient,0,扬子江药业,21
SKU-0128,J01MA12,J,J01,J01M,J01MA,Levofloxacin Tablets 25mgx90,左氧氟沙星Tablets 25mgx90,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Tablets,25mgx90,1,0,0,0,6.12,12,Ambient,0,辉瑞制药,30
SKU-0129,J01XD01,J,J01,J01X,J01XD,Metronidazole Capsules 100mgx28,甲硝唑Capsules 100mgx28,Metronidazole,甲硝唑,J01X,Antibiotics,Capsules,100mgx28,1,0,1,9,14.62,48,Ambient,0,恒瑞医药,30
SKU-0130,J01DD08,J,J01,J01D,J01DD,Cefixime Oral Solution 5mgx90,头孢克肟Oral Solution 5mgx90,Cefixime,头孢克肟,J01D,Antibiotics,Oral Solution,5mgx90,1,0,0,0,67.46,24,Ambient,0,辉瑞制药,21
SKU-0131,J01FA09,J,J01,J01F,J01FA,Clarithromycin Tablets 10mgx100,克拉霉素Tablets 10mgx100,Clarithromycin,克拉霉素,J01F,Antibiotics,Tablets,10mgx100,1,0,1,2,19.66,18,Ambient,0,科伦药业,14
SKU-0132,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Injection 250mgx7,莫西沙星Injection 250mgx7,Moxifloxacin,莫西沙星,J01M,Antibiotics,Injection,250mgx7,1,0,1,3,46.46,18,Ambient,0,齐鲁制药,7
SKU-0133,J01CA04,J,J01,J01C,J01CA,Amoxicillin Injection 100mgx21,阿莫西林Injection 100mgx21,Amoxicillin,阿莫西林,J01C,Antibiotics,Injection,100mgx21,1,1,0,0,8.34,48,Ambient,0,扬子江药业,21
SKU-0134,J01FA10,J,J01,J01F,J01FA,Azithromycin Capsules 10mgx100,阿奇霉素Capsules 10mgx100,Azithromycin,阿奇霉素,J01F,Antibiotics,Capsules,10mgx100,1,0,0,0,46.83,12,Ambient,0,辉瑞制药,14
SKU-0135,J01DC02,J,J01,J01D,J01DC,Cefuroxime Tablets 50mgx30,头孢呋辛Tablets 50mgx30,Cefuroxime,头孢呋辛,J01D,Antibiotics,Tablets,50mgx30,1,0,1,7,57.88,24,Ambient,0,齐鲁制药,14
SKU-0136,J01MA12,J,J01,J01M,J01MA,Levofloxacin Granules 250mgx28,左氧氟沙星Granules 250mgx28,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Granules,250mgx28,1,0,1,9,21.05,48,Ambient,0,赛诺菲,14
SKU-0137,J01XD01,J,J01,J01X,J01XD,Metronidazole Tablets 10mgx14,甲硝唑Tablets 10mgx14,Metronidazole,甲硝唑,J01X,Antibiotics,Tablets,10mgx14,1,1,0,0,5.66,48,Ambient,0,正大天晴,21
SKU-0138,J01DD08,J,J01,J01D,J01DD,Cefixime Injection 100mgx90,头孢克肟Injection 100mgx90,Cefixime,头孢克肟,J01D,Antibiotics,Injection,100mgx90,1,0,1,2,62.27,18,Ambient,0,恒瑞医药,21
SKU-0139,J01FA09,J,J01,J01F,J01FA,Clarithromycin Capsules 100mgx21,克拉霉素Capsules 100mgx21,Clarithromycin,克拉霉素,J01F,Antibiotics,Capsules,100mgx21,1,0,0,0,63.24,12,Ambient,0,诺华制药,21
SKU-0140,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Injection 500mgx100,莫西沙星Injection 500mgx100,Moxifloxacin,莫西沙星,J01M,Antibiotics,Injection,500mgx100,1,1,1,2,54.99,24,Ambient,0,赛诺菲,14
SKU-0141,J01CA04,J,J01,J01C,J01CA,Amoxicillin Oral Solution 20mgx60,阿莫西林Oral Solution 20mgx60,Amoxicillin,阿莫西林,J01C,Antibiotics,Oral Solution,20mgx60,1,1,0,0,9.49,18,Ambient,0,正大天晴,7
SKU-0142,J01FA10,J,J01,J01F,J01FA,Azithromycin Tablets 500mgx14,阿奇霉素Tablets 500mgx14,Azithromycin,阿奇霉素,J01F,Antibiotics,Tablets,500mgx14,1,0,1,9,26.87,36,Ambient,0,齐鲁制药,14
SKU-0143,J01DC02,J,J01,J01D,J01DC,Cefuroxime Oral Solution 50mgx100,头孢呋辛Oral Solution 50mgx100,Cefuroxime,头孢呋辛,J01D,Antibiotics,Oral Solution,50mgx100,1,1,0,0,46.76,36,Ambient,0,诺华制药,7
SKU-0144,J01MA12,J,J01,J01M,J01MA,Levofloxacin Capsules 250mgx7,左氧氟沙星Capsules 250mgx7,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Capsules,250mgx7,1,1,0,0,7.9,18,Ambient,0,科伦药业,21
SKU-0145,J01XD01,J,J01,J01X,J01XD,Metronidazole Injection 20mgx30,甲硝唑Injection 20mgx30,Metronidazole,甲硝唑,J01X,Antibiotics,Injection,20mgx30,1,0,0,0,35.38,48,Ambient,0,诺华制药,14
SKU-0146,J01DD08,J,J01,J01D,J01DD,Cefixime Injection 20mgx100,头孢克肟Injection 20mgx100,Cefixime,头孢克肟,J01D,Antibiotics,Injection,20mgx100,1,0,0,0,22.58,18,Ambient,0,阿斯利康,30
SKU-0147,J01FA09,J,J01,J01F,J01FA,Clarithromycin Tablets 10mgx21,克拉霉素Tablets 10mgx21,Clarithromycin,克拉霉素,J01F,Antibiotics,Tablets,10mgx21,1,0,0,0,65.03,18,Ambient,0,齐鲁制药,30
SKU-0148,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Granules 50mgx30,莫西沙星Granules 50mgx30,Moxifloxacin,莫西沙星,J01M,Antibiotics,Granules,50mgx30,1,0,0,0,18.5,36,Ambient,0,扬子江药业,21
SKU-0149,J01CA04,J,J01,J01C,J01CA,Amoxicillin Capsules 10mgx28,阿莫西林Capsules 10mgx28,Amoxicillin,阿莫西林,J01C,Antibiotics,Capsules,10mgx28,1,1,0,0,49.62,36,Ambient,0,赛诺菲,14
SKU-0150,J01FA10,J,J01,J01F,J01FA,Azithromycin Granules 25mgx90,阿奇霉素Granules 25mgx90,Azithromycin,阿奇霉素,J01F,Antibiotics,Granules,25mgx90,1,0,0,0,20.67,48,Ambient,0,齐鲁制药,30
SKU-0151,J01DC02,J,J01,J01D,J01DC,Cefuroxime Granules 100mgx7,头孢呋辛Granules 100mgx7,Cefuroxime,头孢呋辛,J01D,Antibiotics,Granules,100mgx7,1,0,0,0,77.45,18,Ambient,0,诺华制药,14
SKU-0152,J01MA12,J,J01,J01M,J01MA,Levofloxacin Tablets 25mgx100,左氧氟沙星Tablets 25mgx100,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Tablets,25mgx100,1,1,1,7,19.04,24,Ambient,0,辉瑞制药,14
SKU-0153,J01XD01,J,J01,J01X,J01XD,Metronidazole Capsules 250mgx21,甲硝唑Capsules 250mgx21,Metronidazole,甲硝唑,J01X,Antibiotics,Capsules,250mgx21,1,0,1,3,73.46,36,Ambient,0,科伦药业,21
SKU-0154,J01DD08,J,J01,J01D,J01DD,Cefixime Injection 20mgx28,头孢克肟Injection 20mgx28,Cefixime,头孢克肟,J01D,Antibiotics,Injection,20mgx28,1,0,0,0,39.34,12,Ambient,0,恒瑞医药,14
SKU-0155,J01FA09,J,J01,J01F,J01FA,Clarithromycin Tablets 10mgx7,克拉霉素Tablets 10mgx7,Clarithromycin,克拉霉素,J01F,Antibiotics,Tablets,10mgx7,1,0,0,0,55.88,24,Ambient,0,扬子江药业,7
SKU-0156,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Granules 50mgx21,莫西沙星Granules 50mgx21,Moxifloxacin,莫西沙星,J01M,Antibiotics,Granules,50mgx21,1,0,1,9,44.98,18,Ambient,0,诺华制药,14
SKU-0157,J01CA04,J,J01,J01C,J01CA,Amoxicillin Oral Solution 25mgx14,阿莫西林Oral Solution 25mgx14,Amoxicillin,阿莫西林,J01C,Antibiotics,Oral Solution,25mgx14,1,0,0,0,70.79,18,Ambient,0,恒瑞医药,30
SKU-0158,J01FA10,J,J01,J01F,J01FA,Azithromycin Injection 250mgx90,阿奇霉素Injection 250mgx90,Azithromycin,阿奇霉素,J01F,Antibiotics,Injection,250mgx90,1,0,0,0,73.02,48,Ambient,0,恒瑞医药,7
SKU-0159,J01DC02,J,J01,J01D,J01DC,Cefuroxime Granules 5mgx90,头孢呋辛Granules 5mgx90,Cefuroxime,头孢呋辛,J01D,Antibiotics,Granules,5mgx90,1,0,0,0,36.18,48,Ambient,0,石药集团,30
SKU-0160,J01MA12,J,J01,J01M,J01MA,Levofloxacin Tablets 250mgx30,左氧氟沙星Tablets 250mgx30,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Tablets,250mgx30,1,0,0,0,32.63,36,Ambient,0,恒瑞医药,30
SKU-0161,J01XD01,J,J01,J01X,J01XD,Metronidazole Capsules 50mgx14,甲硝唑Capsules 50mgx14,Metronidazole,甲硝唑,J01X,Antibiotics,Capsules,50mgx14,1,1,0,0,30.98,48,Ambient,0,阿斯利康,7
SKU-0162,J01DD08,J,J01,J01D,J01DD,Cefixime Capsules 250mgx14,头孢克肟Capsules 250mgx14,Cefixime,头孢克肟,J01D,Antibiotics,Capsules,250mgx14,1,1,0,0,8.68,18,Ambient,0,辉瑞制药,21
SKU-0163,J01FA09,J,J01,J01F,J01FA,Clarithromycin Granules 10mgx28,克拉霉素Granules 10mgx28,Clarithromycin,克拉霉素,J01F,Antibiotics,Granules,10mgx28,1,0,1,1,25.54,24,Ambient,0,诺华制药,7
SKU-0164,J01MA14,J,J01,J01M,J01MA,Moxifloxacin Tablets 25mgx90,莫西沙星Tablets 25mgx90,Moxifloxacin,莫西沙星,J01M,Antibiotics,Tablets,25mgx90,1,1,0,0,76.46,48,Ambient,0,诺华制药,14
SKU-0165,J01CA04,J,J01,J01C,J01CA,Amoxicillin Injection 100mgx100,阿莫西林Injection 100mgx100,Amoxicillin,阿莫西林,J01C,Antibiotics,Injection,100mgx100,1,0,0,0,8.45,24,Ambient,0,诺华制药,14
SKU-0166,J01FA10,J,J01,J01F,J01FA,Azithromycin Oral Solution 25mgx21,阿奇霉素Oral Solution 25mgx21,Azithromycin,阿奇霉素,J01F,Antibiotics,Oral Solution,25mgx21,1,1,1,5,36.76,36,Ambient,0,正大天晴,30
SKU-0167,J01DC02,J,J01,J01D,J01DC,Cefuroxime Oral Solution 50mgx21,头孢呋辛Oral Solution 50mgx21,Cefuroxime,头孢呋辛,J01D,Antibiotics,Oral Solution,50mgx21,1,1,0,0,67.67,18,Ambient,0,石药集团,21
SKU-0168,J01MA12,J,J01,J01M,J01MA,Levofloxacin Capsules 25mgx30,左氧氟沙星Capsules 25mgx30,Levofloxacin,左氧氟沙星,J01M,Antibiotics,Capsules,25mgx30,1,1,0,0,24.2,18,Ambient,0,齐鲁制药,7
SKU-0169,A10BA02,A,A10,A10B,A10BA,Metformin Tablets 5mgx14,二甲双胍Tablets 5mgx14,Metformin,二甲双胍,A10B,Diabetes,Tablets,5mgx14,1,1,0,0,31.01,12,Ambient,0,恒瑞医药,21
SKU-0170,A10BB12,A,A10,A10B,A10BB,Glimepiride Oral Solution 20mgx90,格列美脲Oral Solution 20mgx90,Glimepiride,格列美脲,A10B,Diabetes,Oral Solution,20mgx90,1,1,0,0,8.57,36,Ambient,0,齐鲁制药,30
SKU-0171,A10BH01,A,A10,A10B,A10BH,Sitagliptin Granules 5mgx30,西格列汀Granules 5mgx30,Sitagliptin,西格列汀,A10B,Diabetes,Granules,5mgx30,1,0,1,7,41.44,12,Ambient,0,扬子江药业,14
SKU-0172,A10BK03,A,A10,A10B,A10BK,Empagliflozin Granules 5mgx90,恩格列净Granules 5mgx90,Empagliflozin,恩格列净,A10B,Diabetes,Granules,5mgx90,1,0,0,0,19.96,18,Ambient,0,扬子江药业,30
SKU-0173,A10BB09,A,A10,A10B,A10BB,Gliclazide Injection 10mgx60,格列齐特Injection 10mgx60,Gliclazide,格列齐特,A10B,Diabetes,Injection,10mgx60,1,1,1,5,31.37,12,Ambient,0,石药集团,14
SKU-0174,A10BH05,A,A10,A10B,A10BH,Linagliptin Capsules 5mgx60,利格列汀Capsules 5mgx60,Linagliptin,利格列汀,A10B,Diabetes,Capsules,5mgx60,1,0,0,0,72.62,24,Ambient,0,扬子江药业,30
SKU-0175,A10BF01,A,A10,A10B,A10BF,Acarbose Oral Solution 250mgx30,阿卡波糖Oral Solution 250mgx30,Acarbose,阿卡波糖,A10B,Diabetes,Oral Solution,250mgx30,1,0,0,0,23.66,48,Ambient,0,阿斯利康,7
SKU-0176,A10BX02,A,A10,A10B,A10BX,Repaglinide Capsules 25mgx100,瑞格列奈Capsules 25mgx100,Repaglinide,瑞格列奈,A10B,Diabetes,Capsules,25mgx100,1,1,0,0,57.7,48,Ambient,0,齐鲁制药,7
SKU-0177,A10BA02,A,A10,A10B,A10BA,Metformin Oral Solution 20mgx90,二甲双胍Oral Solution 20mgx90,Metformin,二甲双胍,A10B,Diabetes,Oral Solution,20mgx90,1,0,0,0,44.68,18,Cold Chain,1,诺华制药,7
SKU-0178,A10BB12,A,A10,A10B,A10BB,Glimepiride Granules 50mgx60,格列美脲Granules 50mgx60,Glimepiride,格列美脲,A10B,Diabetes,Granules,50mgx60,1,1,0,0,77.21,12,Ambient,0,正大天晴,21
SKU-0179,A10BH01,A,A10,A10B,A10BH,Sitagliptin Oral Solution 20mgx7,西格列汀Oral Solution 20mgx7,Sitagliptin,西格列汀,A10B,Diabetes,Oral Solution,20mgx7,1,0,0,0,7.55,24,Ambient,0,齐鲁制药,30
SKU-0180,A10BK03,A,A10,A10B,A10BK,Empagliflozin Oral Solution 100mgx90,恩格列净Oral Solution 100mgx90,Empagliflozin,恩格列净,A10B,Diabetes,Oral Solution,100mgx90,1,0,0,0,11.75,24,Cold Chain,1,齐鲁制药,21
SKU-0181,A10BB09,A,A10,A10B,A10BB,Gliclazide Oral Solution 25mgx100,格列齐特Oral Solution 25mgx100,Gliclazide,格列齐特,A10B,Diabetes,Oral Solution,25mgx100,1,0,1,3,70.98,36,Cold Chain,1,阿斯利康,14
SKU-0182,A10BH05,A,A10,A10B,A10BH,Linagliptin Tablets 50mgx100,利格列汀Tablets 50mgx100,Linagliptin,利格列汀,A10B,Diabetes,Tablets,50mgx100,1,0,0,0,67.57,12,Ambient,0,阿斯利康,14
SKU-0183,A10BF01,A,A10,A10B,A10BF,Acarbose Tablets 5mgx14,阿卡波糖Tablets 5mgx14,Acarbose,阿卡波糖,A10B,Diabetes,Tablets,5mgx14,1,0,0,0,15.67,48,Ambient,0,齐鲁制药,30
SKU-0184,A10BX02,A,A10,A10B,A10BX,Repaglinide Injection 20mgx7,瑞格列奈Injection 20mgx7,Repaglinide,瑞格列奈,A10B,Diabetes,Injection,20mgx7,1,0,0,0,39.12,12,Ambient,0,扬子江药业,7
SKU-0185,A10BA02,A,A10,A10B,A10BA,Metformin Granules 20mgx90,二甲双胍Granules 20mgx90,Metformin,二甲双胍,A10B,Diabetes,Granules,20mgx90,1,1,0,0,13.6,24,Ambient,0,辉瑞制药,7
SKU-0186,A10BB12,A,A10,A10B,A10BB,Glimepiride Capsules 10mgx21,格列美脲Capsules 10mgx21,Glimepiride,格列美脲,A10B,Diabetes,Capsules,10mgx21,1,0,0,0,69.44,18,Ambient,0,科伦药业,30
SKU-0187,A10BH01,A,A10,A10B,A10BH,Sitagliptin Tablets 25mgx60,西格列汀Tablets 25mgx60,Sitagliptin,西格列汀,A10B,Diabetes,Tablets,25mgx60,1,0,0,0,18.3,12,Cold Chain,1,科伦药业,21
SKU-0188,A10BK03,A,A10,A10B,A10BK,Empagliflozin Capsules 20mgx90,恩格列净Capsules 20mgx90,Empagliflozin,恩格列净,A10B,Diabetes,Capsules,20mgx90,1,1,0,0,62.69,24,Ambient,0,石药集团,14
SKU-0189,A10BB09,A,A10,A10B,A10BB,Gliclazide Capsules 10mgx100,格列齐特Capsules 10mgx100,Gliclazide,格列齐特,A10B,Diabetes,Capsules,10mgx100,1,0,1,7,48.33,48,Ambient,0,科伦药业,14
SKU-0190,A10BH05,A,A10,A10B,A10BH,Linagliptin Capsules 20mgx7,利格列汀Capsules 20mgx7,Linagliptin,利格列汀,A10B,Diabetes,Capsules,20mgx7,1,0,0,0,50.38,48,Ambient,0,辉瑞制药,30
SKU-0191,A10BF01,A,A10,A10B,A10BF,Acarbose Capsules 50mgx28,阿卡波糖Capsules 50mgx28,Acarbose,阿卡波糖,A10B,Diabetes,Capsules,50mgx28,1,0,0,0,53.94,36,Ambient,0,齐鲁制药,30
SKU-0192,A10BX02,A,A10,A10B,A10BX,Repaglinide Tablets 500mgx14,瑞格列奈Tablets 500mgx14,Repaglinide,瑞格列奈,A10B,Diabetes,Tablets,500mgx14,1,0,0,0,36.59,48,Ambient,0,科伦药业,21
SKU-0193,A10BA02,A,A10,A10B,A10BA,Metformin Tablets 100mgx100,二甲双胍Tablets 100mgx100,Metformin,二甲双胍,A10B,Diabetes,Tablets,100mgx100,1,0,1,4,55.66,24,Ambient,0,齐鲁制药,7
SKU-0194,A10BB12,A,A10,A10B,A10BB,Glimepiride Oral Solution 100mgx14,格列美脲Oral Solution 100mgx14,Glimepiride,格列美脲,A10B,Diabetes,Oral Solution,100mgx14,1,0,1,4,32.38,36,Ambient,0,赛诺菲,30
SKU-0195,A10BH01,A,A10,A10B,A10BH,Sitagliptin Capsules 500mgx90,西格列汀Capsules 500mgx90,Sitagliptin,西格列汀,A10B,Diabetes,Capsules,500mgx90,1,0,0,0,29.92,24,Ambient,0,石药集团,21
SKU-0196,A10BK03,A,A10,A10B,A10BK,Empagliflozin Granules 250mgx7,恩格列净Granules 250mgx7,Empagliflozin,恩格列净,A10B,Diabetes,Granules,250mgx7,1,0,0,0,34.49,18,Cold Chain,1,齐鲁制药,30
SKU-0197,A10BB09,A,A10,A10B,A10BB,Gliclazide Oral Solution 25mgx14,格列齐特Oral Solution 25mgx14,Gliclazide,格列齐特,A10B,Diabetes,Oral Solution,25mgx14,1,0,1,9,70.2,36,Ambient,0,正大天晴,7
