sku_id,atc_code,atc_level1,atc_level2,atc_level3,atc_level4,product_name,sku_name,generic_name,generic_name_cn,category,therapy_area,dosage_form,specification,is_rx,is_essential_medicine,vbp_flag,vbp_batch,unit_price_cny,shelf_life_months,storage_type,cold_chain,supplier,lead_time_days
SKU-0198,A10BH05,A,A10,A10B,A10BH,Linagliptin Injection 20mgx14,利格列汀Injection 20mgx14,Linagliptin,利格列汀,A10B,Diabetes,Injection,20mgx14,1,0,0,0,21.16,36,Ambient,0,科伦药业,21
SKU-0199,A10BF01,A,A10,A10B,A10BF,Acarbose Oral Solution 25mgx28,阿卡波糖Oral Solution 25mgx28,Acarbose,阿卡波糖,A10B,Diabetes,Oral Solution,25mgx28,1,0,1,5,48.26,24,Ambient,0,阿斯利康,30
SKU-0200,A10BX02,A,A10,A10B,A10BX,Repaglinide Capsules 500mgx21,瑞格列奈Capsules 500mgx21,Repaglinide,瑞格列奈,A10B,Diabetes,Capsules,500mgx21,1,0,0,0,31.07,24,Ambient,0,辉瑞制药,7
SKU-0201,A10BA02,A,A10,A10B,A10BA,Metformin Capsules 25mgx90,二甲双胍Capsules 25mgx90,Metformin,二甲双胍,A10B,Diabetes,Capsules,25mgx90,1,0,1,2,71.25,12,Ambient,0,齐鲁制药,14
SKU-0202,A10BB12,A,A10,A10B,A10BB,Glimepiride Oral Solution 250mgx28,格列美脲Oral Solution 250mgx28,Glimepiride,格列美脲,A10B,Diabetes,Oral Solution,250mgx28,1,0,0,0,58.2,36,Cold Chain,1,齐鲁制药,14
SKU-0203,A10BH01,A,A10,A10B,A10BH,Sitagliptin Tablets 20mgx100,西格列汀Tablets 20mgx100,Sitagliptin,西格列汀,A10B,Diabetes,Tablets,20mgx100,1,0,1,2,20.01,48,Ambient,0,阿斯利康,30
SKU-0204,A10BK03,A,A10,A10B,A10BK,Empagliflozin Capsules 5mgx28,恩格列净Capsules 5mgx28,Empagliflozin,恩格列净,A10B,Diabetes,Capsules,5mgx28,1,0,0,0,10.48,36,Ambient,0,阿斯利康,30
SKU-0205,A10BB09,A,A10,A10B,A10BB,Gliclazide Oral Solution 250mgx7,格列齐特Oral Solution 250mgx7,Gliclazide,格列齐特,A10B,Diabetes,Oral Solution,250mgx7,1,1,0,0,39.79,12,Ambient,0,恒瑞医药,30
SKU-0206,A10BH05,A,A10,A10B,A10BH,Linagliptin Injection 50mgx14,利格列汀Injection 50mgx14,Linagliptin,利格列汀,A10B,Diabetes,Injection,50mgx14,1,1,0,0,13.32,12,Ambient,0,齐鲁制药,14
SKU-0207,A10BF01,A,A10,A10B,A10BF,Acarbose Granules 25mgx21,阿卡波糖Granules 25mgx21,Acarbose,阿卡波糖,A10B,Diabetes,Granules,25mgx21,1,0,0,0,14.58,36,Ambient,0,石药集团,14
SKU-0208,A10BX02,A,A10,A10B,A10BX,Repaglinide Injection 10mgx90,瑞格列奈Injection 10mgx90,Repaglinide,瑞格列奈,A10B,Diabetes,Injection,10mgx90,1,1,0,0,30.13,24,Ambient,0,扬子江药业,14
SKU-0209,A10BA02,A,A10,A10B,A10BA,Metformin Capsules 25mgx21,二甲双胍Capsules 25mgx21,Metformin,二甲双胍,A10B,Diabetes,Capsules,25mgx21,1,0,0,0,16.33,48,Ambient,0,扬子江药业,21
SKU-0210,A10BB12,A,A10,A10B,A10BB,Glimepiride Granules 100mgx90,格列美脲Granules 100mgx90,Glimepiride,格列美脲,A10B,Diabetes,Granules,100mgx90,1,1,0,0,11.58,36,Ambient,0,科伦药业,21
SKU-0211,A10BH01,A,A10,A10B,A10BH,Sitagliptin Tablets 250mgx14,西格列汀Tablets 250mgx14,Sitagliptin,西格列汀,A10B,Diabetes,Tablets,250mgx14,1,0,1,2,25.55,18,Ambient,0,齐鲁制药,30
SKU-0212,A10BK03,A,A10,A10B,A10BK,Empagliflozin Granules 500mgx90,恩格列净Granules 500mgx90,Empagliflozin,恩格列净,A10B,Diabetes,Granules,500mgx90,1,0,1,1,57.44,48,Ambient,0,正大天晴,7
SKU-0213,A10BB09,A,A10,A10B,A10BB,Gliclazide Capsules 500mgx14,格列齐特Capsules 500mgx14,Gliclazide,格列齐特,A10B,Diabetes,Capsules,500mgx14,1,0,1,9,35.22,24,Ambient,0,正大天晴,30
SKU-0214,A10BH05,A,A10,A10B,A10BH,Linagliptin Oral Solution 10mgx21,利格列汀Oral Solution 10mgx21,Linagliptin,利格列汀,A10B,Diabetes,Oral Solution,10mgx21,1,1,0,0,66.04,48,Ambient,0,科伦药业,14
SKU-0215,A10BF01,A,A10,A10B,A10BF,Acarbose Tablets 20mgx30,阿卡波糖Tablets 20mgx30,Acarbose,阿卡波糖,A10B,Diabetes,Tablets,20mgx30,1,0,0,0,71.31,12,Ambient,0,辉瑞制药,14
SKU-0216,A10BX02,A,A10,A10B,A10BX,Repaglinide Capsules 5mgx30,瑞格列奈Capsules 5mgx30,Repaglinide,瑞格列奈,A10B,Diabetes,Capsules,5mgx30,1,0,1,2,71.52,36,Ambient,0,恒瑞医药,30
SKU-0217,A10BA02,A,A10,A10B,A10BA,Metformin Injection 500mgx30,二甲双胍Injection 500mgx30,Metformin,二甲双胍,A10B,Diabetes,Injection,500mgx30,1,1,0,0,69.86,48,Ambient,0,诺华制药,14
SKU-0218,A10BB12,A,A10,A10B,A10BB,Glimepiride Capsules 10mgx90,格列美脲Capsules 10mgx90,Glimepiride,格列美脲,A10B,Diabetes,Capsules,10mgx90,1,0,0,0,33.66,12,Ambient,0,阿斯利康,30
SKU-0219,A10BH01,A,A10,A10B,A10BH,Sitagliptin Capsules 5mgx7,西格列汀Capsules 5mgx7,Sitagliptin,西格列汀,A10B,Diabetes,Capsules,5mgx7,1,1,1,4,57.16,36,Ambient,0,科伦药业,14
SKU-0220,A10BK03,A,A10,A10B,A10BK,Empagliflozin Tablets 20mgx14,恩格列净Tablets 20mgx14,Empagliflozin,恩格列净,A10B,Diabetes,Tablets,20mgx14,1,1,0,0,12.79,36,Ambient,0,恒瑞医药,21
SKU-0221,A10BB09,A,A10,A10B,A10BB,Gliclazide Granules 500mgx30,格列齐特Granules 500mgx30,Gliclazide,格列齐特,A10B,Diabetes,Granules,500mgx30,1,0,0,0,62.64,24,Ambient,0,赛诺菲,14
SKU-0222,A10BH05,A,A10,A10B,A10BH,Linagliptin Injection 5mgx28,利格列汀Injection 5mgx28,Linagliptin,利格列汀,A10B,Diabetes,Injection,5mgx28,1,0,0,0,69.35,12,Ambient,0,辉瑞制药,14
SKU-0223,A10BF01,A,A10,A10B,A10BF,Acarbose Granules 25mgx30,阿卡波糖Granules 25mgx30,Acarbose,阿卡波糖,A10B,Diabetes,Granules,25mgx30,1,0,1,9,47.4,12,Ambient,0,诺华制药,30
SKU-0224,A10BX02,A,A10,A10B,A10BX,Repaglinide Capsules 500mgx21,瑞格列奈Capsules 500mgx21,Repaglinide,瑞格列奈,A10B,Diabetes,Capsules,500mgx21,1,0,1,5,19.65,48,Ambient,0,科伦药业,7
SKU-0225,A10BA02,A,A10,A10B,A10BA,Metformin Injection 25mgx7,二甲双胍Injection 25mgx7,Metformin,二甲双胍,A10B,Diabetes,Injection,25mgx7,1,0,0,0,48.42,36,Ambient,0,正大天晴,14
SKU-0226,A10BB12,A,A10,A10B,A10BB,Glimepiride Granules 500mgx90,格列美脲Granules 500mgx90,Glimepiride,格列美脲,A10B,Diabetes,Granules,500mgx90,1,0,1,9,40.76,36,Ambient,0,辉瑞制药,14
SKU-0227,A10BH01,A,A10,A10B,A10BH,Sitagliptin Injection 50mgx100,西格列汀Injection 50mgx100,Sitagliptin,西格列汀,A10B,Diabetes,Injection,50mgx100,1,0,0,0,57.67,36,Ambient,0,赛诺菲,30
SKU-0228,A10BK03,A,A10,A10B,A10BK,Empagliflozin Injection 50mgx100,恩格列净Injection 50mgx100,Empagliflozin,恩格列净,A10B,Diabetes,Injection,50mgx100,1,0,0,0,54.25,48,Ambient,0,恒瑞医药,14
SKU-0229,A10BB09,A,A10,A10B,A10BB,Gliclazide Capsules 10mgx60,格列齐特Capsules 10mgx60,Gliclazide,格列齐特,A10B,Diabetes,Capsules,10mgx60,1,1,0,0,79.93,18,Ambient,0,齐鲁制药,14
SKU-0230,A10BH05,A,A10,A10B,A10BH,Linagliptin Tablets 5mgx60,利格列汀Tablets 5mgx60,Linagliptin,利格列汀,A10B,Diabetes,Tablets,5mgx60,1,1,1,9,78.65,36,Ambient,0,诺华制药,30
SKU-0231,A10BF01,A,A10,A10B,A10BF,Acarbose Injection 50mgx100,阿卡波糖Injection 50mgx100,Acarbose,阿卡波糖,A10B,Diabetes,Injection,50mgx100,1,1,1,5,64.47,12,Cold Chain,1,辉瑞制药,7
SKU-0232,A10BX02,A,A10,A10B,A10BX,Repaglinide Capsules 10mgx30,瑞格列奈Capsules 10mgx30,Repaglinide,瑞格列奈,A10B,Diabetes,Capsules,10mgx30,1,1,0,0,79.02,48,Ambient,0,科伦药业,30
SKU-0233,A10BA02,A,A10,A10B,A10BA,Metformin Injection 10mgx7,二甲双胍Injection 10mgx7,Metformin,二甲双胍,A10B,Diabetes,Injection,10mgx7,1,1,1,9,41.8,48,Cold Chain,1,赛诺菲,7
SKU-0234,A10BB12,A,A10,A10B,A10BB,Glimepiride Granules 50mgx100,格列美脲Granules 50mgx100,Glimepiride,格列美脲,A10B,Diabetes,Granules,50mgx100,1,0,0,0,14.3,12,Ambient,0,恒瑞医药,30
SKU-0235,A10BH01,A,A10,A10B,A10BH,Sitagliptin Oral Solution 20mgx14,西格列汀Oral Solution 20mgx14,Sitagliptin,西格列汀,A10B,Diabetes,Oral Solution,20mgx14,1,1,0,0,56.09,24,Ambient,0,诺华制药,21
SKU-0236,A10BK03,A,A10,A10B,A10BK,Empagliflozin Injection 50mgx21,恩格列净Injection 50mgx21,Empagliflozin,恩格列净,A10B,Diabetes,Injection,50mgx21,1,0,0,0,71.29,18,Ambient,0,恒瑞医药,14
SKU-0237,A10BB09,A,A10,A10B,A10BB,Gliclazide Oral Solution 100mgx28,格列齐特Oral Solution 100mgx28,Gliclazide,格列齐特,A10B,Diabetes,Oral Solution,100mgx28,1,1,1,9,70.32,18,Ambient,0,诺华制药,7
SKU-0238,A10BH05,A,A10,A10B,A10BH,Linagliptin Capsules 250mgx14,利格列汀Capsules 250mgx14,Linagliptin,利格列汀,A10B,Diabetes,Capsules,250mgx14,1,0,1,1,11.81,12,Ambient,0,恒瑞医药,30
SKU-0239,A10BF01,A,A10,A10B,A10BF,Acarbose Granules 500mgx30,阿卡波糖Granules 500mgx30,Acarbose,阿卡波糖,A10B,Diabetes,Granules,500mgx30,1,0,0,0,8.7,18,Ambient,0,诺华制药,30
SKU-0240,A10BX02,A,A10,A10B,A10BX,Repaglinide Granules 50mgx30,瑞格列奈Granules 50mgx30,Repaglinide,瑞格列奈,A10B,Diabetes,Granules,50mgx30,1,0,1,1,28.23,48,Ambient,0,扬子江药业,7
SKU-0241,A10BA02,A,A10,A10B,A10BA,Metformin Granules 25mgx21,二甲双胍Granules 25mgx21,Metformin,二甲双胍,A10B,Diabetes,Granules,25mgx21,1,1,0,0,37.33,12,Ambient,0,恒瑞医药,30
SKU-0242,A10BB12,A,A10,A10B,A10BB,Glimepiride Oral Solution 500mgx60,格列美脲Oral Solution 500mgx60,Glimepiride,格列美脲,A10B,Diabetes,Oral Solution,500mgx60,1,0,0,0,37.18,24,Ambient,0,恒瑞医药,21
SKU-0243,A10BH01,A,A10,A10B,A10BH,Sitagliptin Capsules 50mgx60,西格列汀Capsules 50mgx60,Sitagliptin,西格列汀,A10B,Diabetes,Capsules,50mgx60,1,1,0,0,75.39,36,Ambient,0,齐鲁制药,14
SKU-0244,A10BK03,A,A10,A10B,A10BK,Empagliflozin Oral Solution 10mgx28,恩格列净Oral Solution 10mgx28,Empagliflozin,恩格列净,A10B,Diabetes,Oral Solution,10mgx28,1,0,1,1,64.37,12,Ambient,0,石药集团,7
SKU-0245,A10BB09,A,A10,A10B,A10BB,Gliclazide Capsules 100mgx60,格列齐特Capsules 100mgx60,Gliclazide,格列齐特,A10B,Diabetes,Capsules,100mgx60,1,1,0,0,55.68,36,Ambient,0,石药集团,30
SKU-0246,A10BH05,A,A10,A10B,A10BH,Linagliptin Tablets 5mgx60,利格列汀Tablets 5mgx60,Linagliptin,利格列汀,A10B,Diabetes,Tablets,5mgx60,1,0,1,9,76.86,24,Ambient,0,诺华制药,14
SKU-0247,A10BF01,A,A10,A10B,A10BF,Acarbose Granules 100mgx100,阿卡波糖Granules 100mgx100,Acarbose,阿卡波糖,A10B,Diabetes,Granules,100mgx100,1,0,0,0,34.7,12,Ambient,0,科伦药业,14
SKU-0248,A10BX02,A,A10,A10B,A10BX,Repaglinide Granules 100mgx90,瑞格列奈Granules 100mgx90,Repaglinide,瑞格列奈,A10B,Diabetes,Granules,100mgx90,1,0,1,3,35.33,24,Ambient,0,石药集团,14
SKU-0249,A10BA02,A,A10,A10B,A10BA,Metformin Tablets 20mgx14,二甲双胍Tablets 20mgx14,Metformin,二甲双胍,A10B,Diabetes,Tablets,20mgx14,1,0,1,4,77.94,24,Ambient,0,齐鲁制药,30
SKU-0250,A10BB12,A,A10,A10B,A10BB,Glimepiride Tablets 10mgx7,格列美脲Tablets 10mgx7,Glimepiride,格列美脲,A10B,Diabetes,Tablets,10mgx7,1,0,1,5,8.88,18,Ambient,0,诺华制药,7
SKU-0251,A10BH01,A,A10,A10B,A10BH,Sitagliptin Granules 50mgx14,西格列汀Granules 50mgx14,Sitagliptin,西格列汀,A10B,Diabetes,Granules,50mgx14,1,0,1,5,51.24,12,Ambient,0,科伦药业,14
SKU-0252,J05AH02,J,J05,J05A,J05AH,Oseltamivir Injection 25mgx14,奥司他韦Injection 25mgx14,Oseltamivir,奥司他韦,J05A,Respiratory,Injection,25mgx14,1,1,0,0,68.73,18,Ambient,0,辉瑞制药,30
SKU-0253,R03DC03,R,R03,R03D,R03DC,Montelukast Granules 50mgx14,孟鲁司特Granules 50mgx14,Montelukast,孟鲁司特,R03D,Respiratory,Granules,50mgx14,1,1,0,0,36.84,36,Ambient,0,石药集团,7
SKU-0254,R03AC02,R,R03,R03A,R03AC,Salbutamol Oral Solution 100mgx21,沙丁胺醇Oral Solution 100mgx21,Salbutamol,沙丁胺醇,R03A,Respiratory,Oral Solution,100mgx21,1,0,1,1,48.4,18,Ambient,0,石药集团,21
SKU-0255,R05CB06,R,R05,R05C,R05CB,Ambroxol Tablets 10mgx21,氨溴索Tablets 10mgx21,Ambroxol,氨溴索,R05C,Respiratory,Tablets,10mgx21,1,0,0,0,50.1,18,Ambient,0,科伦药业,7
SKU-0256,R03BA02,R,R03,R03B,R03BA,Budesonide Tablets 5mgx100,布地奈德Tablets 5mgx100,Budesonide,布地奈德,R03B,Respiratory,Tablets,5mgx100,1,0,0,0,36.75,24,Ambient,0,扬子江药业,21
SKU-0257,R05DA09,R,R05,R05D,R05DA,Dextromethorphan Granules 10mgx7,右美沙芬Granules 10mgx7,Dextromethorphan,右美沙芬,R05D,Respiratory,Granules,10mgx7,1,0,0,0,23.49,36,Ambient,0,石药集团,14
SKU-0258,R05CB03,R,R05,R05C,R05CB,Carbocysteine Tablets 500mgx100,羧甲司坦Tablets 500mgx100,Carbocysteine,羧甲司坦,R05C,Respiratory,Tablets,500mgx100,1,0,0,0,54.83,24,Ambient,0,科伦药业,30
SKU-0259,R03BB01,R,R03,R03B,R03BB,Ipratropium Oral Solution 50mgx14,异丙托溴铵Oral Solution 50mgx14,Ipratropium,异丙托溴铵,R03B,Respiratory,Oral Solution,50mgx14,1,0,0,0,10.45,48,Ambient,0,齐鲁制药,21
SKU-0260,J05AH02,J,J05,J05A,J05AH,Oseltamivir Oral Solution 100mgx7,奥司他韦Oral Solution 100mgx7,Oseltamivir,奥司他韦,J05A,Respiratory,Oral Solution,100mgx7,1,0,0,0,28.34,48,Ambient,0,恒瑞医药,30
SKU-0261,R03DC03,R,R03,R03D,R03DC,Montelukast Tablets 50mgx100,孟鲁司特Tablets 50mgx100,Montelukast,孟鲁司特,R03D,Respiratory,Tablets,50mgx100,1,0,0,0,5.94,18,Ambient,0,诺华制药,14
SKU-0262,R03AC02,R,R03,R03A,R03AC,Salbutamol Capsules 10mgx30,沙丁胺醇Capsules 10mgx30,Salbutamol,沙丁胺醇,R03A,Respiratory,Capsules,10mgx30,1,0,0,0,5.37,12,Ambient,0,石药集团,14
SKU-0263,R05CB06,R,R05,R05C,R05CB,Ambroxol Injection 500mgx100,氨溴索Injection 500mgx100,Ambroxol,氨溴索,R05C,Respiratory,Injection,500mgx100,1,0,0,0,11.18,12,Ambient,0,正大天晴,7
SKU-0264,R03BA02,R,R03,R03B,R03BA,Budesonide Tablets 100mgx30,布地奈德Tablets 100mgx30,Budesonide,布地奈德,R03B,Respiratory,Tablets,100mgx30,1,1,1,7,62.17,36,Ambient,0,正大天晴,7
SKU-0265,R05DA09,R,R05,R05D,R05DA,Dextromethorphan Oral Solution 5mgx7,右美沙芬Oral Solution 5mgx7,Dextromethorphan,右美沙芬,R05D,Respiratory,Oral Solution,5mgx7,1,1,0,0,45.13,36,Ambient,0,齐鲁制药,7
SKU-0266,R05CB03,R,R05,R05C,R05CB,Carbocysteine Injection 25mgx30,羧甲司坦Injection 25mgx30,Carbocysteine,羧甲司坦,R05C,Respiratory,Injection,25mgx30,1,1,1,2,10.14,18,Ambient,0,辉瑞制药,7
SKU-0267,R03BB01,R,R03,R03B,R03BB,Ipratropium Tablets 5mgx90,异丙托溴铵Tablets 5mgx90,Ipratropium,异丙托溴铵,R03B,Respiratory,Tablets,5mgx90,1,0,0,0,55.37,24,Ambient,0,阿斯利康,14
SKU-0268,J05AH02,J,J05,J05A,J05AH,Oseltamivir Granules 100mgx7,奥司他韦Granules 100mgx7,Oseltamivir,奥司他韦,J05A,Respiratory,Granules,100mgx7,1,0,0,0,71.59,48,Ambient,0,恒瑞医药,30
SKU-0269,R03DC03,R,R03,R03D,R03DC,Montelukast Oral Solution 20mgx28,孟鲁司特Oral Solution 20mgx28,Montelukast,孟鲁司特,R03D,Respiratory,Oral Solution,20mgx28,1,0,0,0,75.82,24,Ambient,0,石药集团,30
SKU-0270,R03AC02,R,R03,R03A,R03AC,Salbutamol Capsules 10mgx100,沙丁胺醇Capsules 10mgx100,Salbutamol,沙丁胺醇,R03A,Respiratory,Capsules,10mgx100,1,0,0,0,70.98,48,Ambient,0,恒瑞医药,7
SKU-0271,R05CB06,R,R05,R05C,R05CB,Ambroxol Injection 50mgx14,氨溴索Injection 50mgx14,Ambroxol,氨溴索,R05C,Respiratory,Injection,50mgx14,1,0,0,0,25.44,18,Cold Chain,1,恒瑞医药,21
SKU-0272,R03BA02,R,R03,R03B,R03BA,Budesonide Capsules 25mgx7,布地奈德Capsules 25mgx7,Budesonide,布地奈德,R03B,Respiratory,Capsules,25mgx7,1,0,1,1,64.49,12,Ambient,0,扬子江药业,21
SKU-0273,R05DA09,R,R05,R05D,R05DA,Dextromethorphan Tablets 5mgx28,右美沙芬Tablets 5mgx28,Dextromethorphan,右美沙芬,R05D,Respiratory,Tablets,5mgx28,1,1,0,0,73.71,24,Ambient,0,石药集团,21
SKU-0274,R05CB03,R,R05,R05C,R05CB,Carbocysteine Capsules 5mgx100,羧甲司坦Capsules 5mgx100,Carbocysteine,羧甲司坦,R05C,Respiratory,Capsules,5mgx100,1,0,0,0,63.11,36,Ambient,0,赛诺菲,21
SKU-0275,R03BB01,R,R03,R03B,R03BB,Ipratropium Granules 250mgx100,异丙托溴铵Granules 250mgx100,Ipratropium,异丙托溴铵,R03B,Respiratory,Granules,250mgx100,1,1,0,0,8.76,48,Ambient,0,赛诺菲,21
SKU-0276,J05AH02,J,J05,J05A,J05AH,Oseltamivir Capsules 50mgx100,奥司他韦Capsules 50mgx100,Oseltamivir,奥司他韦,J05A,Respiratory,Capsules,50mgx100,1,0,0,0,48.06,18,Ambient,0,扬子江药业,7
SKU-0277,R03DC03,R,R03,R03D,R03DC,Montelukast Granules 10mgx21,孟鲁司特Granules 10mgx21,Montelukast,孟鲁司特,R03D,Respiratory,Granules,10mgx21,1,0,0,0,14.0,12,Ambient,0,齐鲁制药,30
SKU-0278,R03AC02,R,R03,R03A,R03AC,Salbutamol Granules 50mgx7,沙丁胺醇Granules 50mgx7,Salbutamol,沙丁胺醇,R03A,Respiratory,Granules,50mgx7,1,0,0,0,52.82,18,Ambient,0,赛诺菲,14
SKU-0279,R05CB06,R,R05,R05C,R05CB,Ambroxol Injection 25mgx21,氨溴索Injection 25mgx21,Ambroxol,氨溴索,R05C,Respiratory,Injection,25mgx21,1,0,0,0,21.05,18,Ambient,0,辉瑞制药,30
SKU-0280,R03BA02,R,R03,R03B,R03BA,Budesonide Oral Solution 50mgx30,布地奈德Oral Solution 50mgx30,Budesonide,布地奈德,R03B,Respiratory,Oral Solution,50mgx30,1,0,0,0,16.28,24,Ambient,0,石药集团,7
SKU-0281,R05DA09,R,R05,R05D,R05DA,Dextromethorphan Oral Solution 250mgx14,右美沙芬Oral Solution 250mgx14,Dextromethorphan,右美沙芬,R05D,Respiratory,Oral Solution,250mgx14,1,0,0,0,71.49,36,Ambient,0,扬子江药业,7
SKU-0282,R05CB03,R,R05,R05C,R05CB,Carbocysteine Tablets 5mgx90,羧甲司坦Tablets 5mgx90,Carbocysteine,羧甲司坦,R05C,Respiratory,Tablets,5mgx90,1,0,0,0,5.46,36,Ambient,0,恒瑞医药,14
SKU-0283,R03BB01,R,R03,R03B,R03BB,Ipratropium Granules 10mgx100,异丙托溴铵Granules 10mgx100,Ipratropium,异丙托溴铵,R03B,Respiratory,Granules,10mgx100,1,1,1,3,16.23,18,Ambient,0,诺华制药,30
SKU-0284,J05AH02,J,J05,J05A,J05AH,Oseltamivir Injection 5mgx21,奥司他韦Injection 5mgx21,Oseltamivir,奥司他韦,J05A,Respiratory,Injection,5mgx21,1,0,0,0,61.75,24,Ambient,0,阿斯利康,7
SKU-0285,R03DC03,R,R03,R03D,R03DC,Montelukast Capsules 250mgx90,孟鲁司特Capsules 250mgx90,Montelukast,孟鲁司特,R03D,Respiratory,Capsules,250mgx90,1,0,0,0,34.1,18,Ambient,0,赛诺菲,14
SKU-0286,R03AC02,R,R03,R03A,R03AC,Salbutamol Granules 50mgx14,沙丁胺醇Granules 50mgx14,Salbutamol,沙丁胺醇,R03A,Respiratory,Granules,50mgx14,1,1,0,0,43.72,18,Ambient,0,石药集团,7
SKU-0287,R05CB06,R,R05,R05C,R05CB,Ambroxol Granules 25mgx21,氨溴索Granules 25mgx21,Ambroxol,氨溴索,R05C,Respiratory,Granules,25mgx21,1,1,0,0,28.33,48,Ambient,0,阿斯利康,21
SKU-0288,R03BA02,R,R03,R03B,R03BA,Budesonide Granules 10mgx100,布地奈德Granules 10mgx100,Budesonide,布地奈德,R03B,Respiratory,Granules,10mgx100,1,1,1,2,79.22,48,Ambient,0,齐鲁制药,7
SKU-0289,R05DA09,R,R05,R05D,R05DA,Dextromethorphan Oral Solution 20mgx21,右美沙芬Oral Solution 20mgx21,Dextromethorphan,右美沙芬,R05D,Respiratory,Oral Solution,20mgx21,1,0,0,0,25.44,36,Cold Chain,1,齐鲁制药,21
SKU-0290,R05CB03,R,R05,R05C,R05CB,Carbocysteine Oral Solution 20mgx100,羧甲司坦Oral Solution 20mgx100,Carbocysteine,羧甲司坦,R05C,Respiratory,Oral Solution,20mgx100,1,0,1,5,34.72,48,Ambient,0,赛诺菲,14
SKU-0291,R03BB01,R,R03,R03B,R03BB,Ipratropium Tablets 50mgx30,异丙托溴铵Tablets 50mgx30,Ipratropium,异丙托溴铵,R03B,Respiratory,Tablets,50mgx30,1,0,1,4,40.25,36,Ambient,0,正大天晴,21
SKU-0292,J05AH02,J,J05,J05A,J05AH,Oseltamivir Granules 20mgx60,奥司他韦Granules 20mgx60,Oseltamivir,奥司他韦,J05A,Respiratory,Granules,20mgx60,1,0,1,4,63.4,48,Ambient,0,辉瑞制药,14
SKU-0293,R03DC03,R,R03,R03D,R03DC,Montelukast Tablets 5mgx21,孟鲁司特Tablets 5mgx21,Montelukast,孟鲁司特,R03D,Respiratory,Tablets,5mgx21,1,0,0,0,42.1,48,Ambient,0,正大天晴,30
SKU-0294,R03AC02,R,R03,R03A,R03AC,Salbutamol Injection 5mgx90,沙丁胺醇Injection 5mgx90,Salbutamol,沙丁胺醇,R03A,Respiratory,Injection,5mgx90,1,1,0,0,68.15,24,Ambient,0,恒瑞医药,30
SKU-0295,R05CB06,R,R05,R05C,R05CB,Ambroxol Capsules 250mgx30,氨溴索Capsules 250mgx30,Ambroxol,氨溴索,R05C,Respiratory,Capsules,250mgx30,1,0,0,0,51.92,36,Ambient,0,辉瑞制药,14
SKU-0296,R03BA02,R,R03,R03B,R03BA,Budesonide Tablets 20mgx7,布地奈德Tablets 20mgx7,Budesonide,布地奈德,R03B,Respiratory,Tablets,20mgx7,1,0,0,0,72.16,36,Cold Chain,1,诺华制药,7
SKU-0297,R05DA09,R,R05,R05D,R05DA,Dextromethorphan Oral Solution 5mgx28,右美沙芬Oral Solution 5mgx28,Dextromethorphan,右美沙芬,R05D,Respiratory,Oral Solution,5mgx28,1,1,0,0,16.68,36,Ambient,0,石药集团,21
SKU-0298,R05CB03,R,R05,R05C,R05CB,Carbocysteine Oral Solution 100mgx7,羧甲司坦Oral Solution 100mgx7,Carbocysteine,羧甲司坦,R05C,Respiratory,Oral Solution,100mgx7,1,1,0,0,48.13,18,Ambient,0,赛诺菲,14
